GENE	0hr	1hr	3hr	24hr
chr12:96904089-96904119	0.227146	0.0630016	0.0387099	0.0964795
chr12:96911726-96911756	0.00283932	0.147004	0.135485	0.229139
chr12:97149117-97149147	0.0567865	0.294007	0.329034	0.337678
chr12:98227371-98227401	0.369112	0.0630016	0.0387099	0.0723597
chr12:98534583-98534613	0.227146	0.00210005	0.0580649	0.0361798
chr12:101570177-101570207	0.0283932	0.210005	0.19355	0.253259
chr12:101698834-101698864	0.113573	0.273007	0.232259	0.458278
chr12:101708509-101708539	0.255539	0.042001	0.019355	0.108539
chr12:103182760-103182790	0.255539	0.042001	0.0387099	0.0482398
chr12:103966168-103966198	0.00283932	0.0840021	0.19355	0.0844196
chr12:104177764-104177794	0.0567865	0.252006	0.309679	0.205019
chr12:104324773-104324803	0.170359	0.00210005	0.0387099	0.0602997
chr12:104500010-104500040	0.198753	0.042001	0.0019355	0.0361798
chr12:105118465-105118495	0.00283932	0.189005	0.0580649	0.0602997
chr12:105152924-105152954	0.227146	0.0210005	0.0774198	0.0361798
chr12:105395602-105395632	0.227146	0.00210005	0.0019355	0.0241199
chr12:105705839-105705869	0.113573	0.294007	0.348389	0.458278
chr12:105726799-105726829	0.00283932	0.105003	0.15484	0.0723597
chr12:107208851-107208881	0.00283932	0.231006	0.11613	0.0482398
chr12:108734592-108734622	0.0567865	0.252006	0.212905	0.241199
chr12:109053235-109053265	0.00283932	0.168004	0.135485	0.192959
chr12:109385658-109385688	0.0851797	0.273007	0.270969	0.337678
chr12:109448447-109448477	0.0283932	0.210005	0.135485	0.253259
chr12:109569602-109569632	0.170359	0.042001	0.019355	0.0482398
chr12:110024495-110024525	0.0283932	0.147004	0.135485	0.205019
chr12:110305643-110305673	0.00283932	0.0630016	0.174195	0.00120599
chr12:110391452-110391482	0.0283932	0.105003	0.135485	0.265319
chr12:110436380-110436410	0.0851797	0.126003	0.0967748	0.301499
chr12:110576193-110576223	0.255539	0.0630016	0.0019355	0.0844196
chr12:110585417-110585447	0.0283932	0.147004	0.174195	0.217079
chr12:110703319-110703349	0.198753	0.0210005	0.0019355	0.0241199
chr12:110742929-110742959	0.00283932	0.0630016	0.0580649	0.168839
chr12:111313927-111313957	0.113573	0.231006	0.19355	0.301499
chr12:111925422-111925452	0.312325	0.168004	0.0580649	0.265319
chr12:111945404-111945434	0.0283932	0.294007	0.232259	0.241199
chr12:112013370-112013400	0.227146	0.042001	0.019355	0.144719
chr12:112026150-112026180	0.00283932	0.126003	0.0774198	0.241199
chr12:112664755-112664785	0.0567865	0.126003	0.0774198	0.180899
chr12:113076676-113076706	0.198753	0.0630016	0.0019355	0.108539
chr12:113216373-113216403	0.198753	0.042001	0.0580649	0.0361798
chr12:113408071-113408101	0.00283932	0.189005	0.212905	0.205019
chr12:115329449-115329479	0.170359	0.00210005	0.019355	0.0361798
chr12:116236325-116236355	0.0567865	0.210005	0.0967748	0.241199
chr12:116390080-116390110	0.0283932	0.126003	0.15484	0.217079
chr12:116718828-116718858	0.0283932	0.0840021	0.135485	0.168839
chr12:116800888-116800918	0.312325	0.0840021	0.019355	0.0723597
chr12:116943815-116943845	0.00283932	0.0210005	0.174195	0.0602997
chr12:117713218-117713248	0.170359	0.0840021	0.0019355	0.0602997
chr12:117857861-117857891	0.227146	0.189005	0.0774198	0.168839
chr12:118160469-118160499	0.227146	0.0210005	0.019355	0.0241199
chr12:118330548-118330578	0.0851797	0.105003	0.212905	0.192959
chr12:118370957-118370987	0.00283932	0.168004	0.0387099	0.0482398
chr12:118387459-118387489	0.00283932	0.210005	0.0774198	0.120599
chr12:119513072-119513102	0.0567865	0.189005	0.251614	0.301499
chr12:120131154-120131184	0.198753	0.042001	0.0019355	0.0241199
chr12:120147549-120147579	0.198753	0.042001	0.019355	0.0361798
chr12:120349846-120349876	0.198753	0.168004	0.0580649	0.0844196
chr12:121230419-121230449	0.369112	0.273007	0.0774198	0.253259
chr12:121460233-121460263	0.198753	0.0840021	0.0019355	0.0241199
chr12:121983973-121984003	0.00283932	0.105003	0.0967748	0.229139
chr12:122290131-122290161	0.198753	0.0840021	0.0019355	0.0361798
chr12:122882604-122882634	0.198753	0.147004	0.019355	0.0602997
chr12:123089945-123089975	0.0283932	0.042001	0.15484	0.192959
chr12:123355907-123355937	0.0567865	0.042001	0.0967748	0.192959
chr12:124054037-124054067	0.00283932	0.147004	0.174195	0.180899
chr12:124422781-124422811	0.00283932	0.189005	0.0387099	0.0602997
chr12:124898635-124898665	0.00283932	0.231006	0.0774198	0.0120599
chr12:124907824-124907854	0.227146	0.147004	0.0774198	0.0361798
chr12:124951565-124951595	0.198753	0.0630016	0.019355	0.0120599
chr12:126185501-126185531	0.198753	0.042001	0.019355	0.00120599
chr12:129911965-129911995	0.170359	0.0210005	0.0387099	0.0241199
chr12:131365051-131365081	0.198753	0.00210005	0.0387099	0.0120599
chr12:133037232-133037262	0.312325	0.105003	0.0774198	0.156779
chr12:133161821-133161851	0.170359	0.0630016	0.019355	0.0602997
chr13:19846009-19846039	0.0567865	0.231006	0.0580649	0.156779
chr13:20229996-20230026	0.170359	0.0840021	0.019355	0.0120599
chr13:20346969-20346999	0.312325	0.00210005	0.0774198	0.0361798
chr13:20354147-20354177	0.0283932	0.126003	0.019355	0.241199
chr13:20728943-20728973	0.00283932	0.0840021	0.15484	0.108539
chr13:21045989-21046019	0.00283932	0.0630016	0.11613	0.241199
chr13:21420891-21420921	0.0567865	0.294007	0.0774198	0.241199
chr13:21625555-21625585	0.0283932	0.231006	0.135485	0.277379
chr13:22842467-22842497	0.198753	0.0210005	0.0580649	0.0723597
chr13:24020333-24020363	0.0283932	0.042001	0.0967748	0.180899
chr13:24204128-24204158	0.0283932	0.0840021	0.11613	0.168839
chr13:24671540-24671570	0.0851797	0.294007	0.174195	0.289439
chr13:25267860-25267890	0.340719	0.105003	0.0387099	0.156779
chr13:26867646-26867676	0.255539	0.462012	0.15484	0.446218
chr13:27211571-27211601	0.227146	0.00210005	0.0019355	0.0361798
chr13:28258415-28258445	0.170359	0.0630016	0.11613	0.0241199
chr13:28401402-28401432	0.00283932	0.231006	0.0387099	0.108539
chr13:28476317-28476347	0.0851797	0.252006	0.0774198	0.144719
chr13:28555666-28555696	0.198753	0.0630016	0.019355	0.120599
chr13:28558319-28558349	0.00283932	0.0840021	0.0774198	0.180899
chr13:28695621-28695651	0.198753	0.0630016	0.0967748	0.0120599
chr13:28712338-28712368	0.198753	0.00210005	0.019355	0.0241199
chr13:28796808-28796838	0.312325	0.0840021	0.15484	0.229139
chr13:29138933-29138963	0.170359	0.00210005	0.0387099	0.0482398
chr13:29994186-29994216	0.0283932	0.0840021	0.0580649	0.156779
chr13:30395590-30395620	0.0283932	0.231006	0.15484	0.361798
chr13:30454015-30454045	0.0567865	0.273007	0.11613	0.313559
chr13:30616210-30616240	0.0283932	0.042001	0.212905	0.241199
chr13:30617032-30617062	0.0283932	0.105003	0.232259	0.108539
chr13:31773916-31773946	0.0283932	0.126003	0.174195	0.168839
chr13:31797361-31797391	0.283932	0.0630016	0.232259	0.241199
chr13:32731823-32731853	0.0567865	0.210005	0.309679	0.385918
chr13:33686548-33686578	0.0283932	0.168004	0.0019355	0.0361798
chr13:33722289-33722319	0.227146	0.042001	0.019355	0.0482398
chr13:35210424-35210454	0.312325	0.126003	0.019355	0.301499
chr13:39078173-39078203	0.170359	0.00210005	0.0019355	0.0241199
chr13:39137445-39137475	0.00283932	0.0210005	0.19355	0.0241199
chr13:39863122-39863152	0.0283932	0.126003	0.15484	0.241199
chr13:40672649-40672679	0.00283932	0.042001	0.0774198	0.229139
chr13:41916737-41916767	0.00283932	0.105003	0.0580649	0.217079
chr13:43085638-43085668	0.596258	0.273007	0.174195	0.446218
chr13:43093268-43093298	0.227146	0.0210005	0.019355	0.0361798
chr13:43347594-43347624	0.198753	0.0210005	0.0019355	0.0482398
chr13:43938489-43938519	0.170359	0.0630016	0.0019355	0.0120599
chr13:44365217-44365247	0.198753	0.0630016	0.019355	0.0964795
chr13:44483871-44483901	0.340719	0.294007	0.15484	0.253259
chr13:44496917-44496947	0.198753	0.00210005	0.019355	0.0241199
chr13:44917132-44917162	0.227146	0.00210005	0.0580649	0.0241199
chr13:45340314-45340344	0.170359	0.00210005	0.0019355	0.0120599
chr13:46559517-46559547	0.0283932	0.189005	0.019355	0.0844196
chr13:47111759-47111789	0.198753	0.00210005	0.0019355	0.0361798
chr13:48495251-48495281	0.00283932	0.042001	0.135485	0.192959
chr13:50085178-50085208	0.0851797	0.126003	0.11613	0.301499
chr13:50320463-50320493	0.0567865	0.0840021	0.0967748	0.217079
chr13:50442534-50442564	0.198753	0.0630016	0.0387099	0.0120599
chr13:50592532-50592562	0.0567865	0.126003	0.0774198	0.168839
chr13:51095187-51095217	0.198753	0.00210005	0.0387099	0.0964795
chr13:52415367-52415397	0.00283932	0.231006	0.0387099	0.0723597
chr13:52622473-52622503	0.0283932	0.0630016	0.135485	0.205019
chr13:56561478-56561508	0.0851797	0.105003	0.251614	0.144719
chr13:59480586-59480616	0.00283932	0.189005	0.019355	0.0602997
chr13:59568531-59568561	0.00283932	0.0630016	0.174195	0.0602997
chr13:60535716-60535746	0.170359	0.00210005	0.0019355	0.0361798
chr13:66481587-66481617	0.198753	0.0210005	0.0387099	0.0120599
chr13:66618840-66618870	0.0283932	0.105003	0.0774198	0.241199
chr13:67075435-67075465	0.00283932	0.0630016	0.0774198	0.156779
chr13:69567279-69567309	0.0851797	0.294007	0.0580649	0.0844196
chr13:69969528-69969558	0.170359	0.0840021	0.019355	0.0120599
chr13:71509316-71509346	0.198753	0.00210005	0.0580649	0.0482398
chr13:71618359-71618389	0.255539	0.0840021	0.0967748	0.0844196
chr13:72166484-72166514	0.0283932	0.105003	0.174195	0.253259
chr13:72787107-72787137	0.283932	0.0630016	0.0774198	0.0120599
chr13:72994847-72994877	0.198753	0.0210005	0.0774198	0.0241199
chr13:73069657-73069687	0.198753	0.042001	0.019355	0.120599
chr13:74287074-74287104	0.227146	0.0840021	0.0387099	0.385918
chr13:75350817-75350847	0.198753	0.0210005	0.019355	0.0241199
chr13:75725976-75726006	0.00283932	0.0210005	0.0387099	0.217079
chr13:75776246-75776276	0.198753	0.042001	0.11613	0.0844196
chr13:77443742-77443772	0.00283932	0.042001	0.0774198	0.205019
chr13:77779608-77779638	0.113573	0.210005	0.0967748	0.361798
chr13:78121645-78121675	0.255539	0.168004	0.0387099	0.120599
chr13:79383002-79383032	0.00283932	0.042001	0.19355	0.0602997
chr13:80742208-80742238	0.0283932	0.147004	0.11613	0.205019
chr13:81191531-81191561	0.198753	0.00210005	0.0387099	0.0361798
chr13:86058763-86058793	0.198753	0.0210005	0.0580649	0.0361798
chr13:86934671-86934701	0.00283932	0.231006	0.0387099	0.0361798
chr13:91134402-91134432	0.141966	0.294007	0.11613	0.229139
chr13:91326407-91326437	0.0283932	0.147004	0.19355	0.0723597
chr13:95223882-95223912	0.227146	0.042001	0.0019355	0.0602997
chr13:95377267-95377297	0.227146	0.0210005	0.0387099	0.0120599
chr13:96958443-96958473	0.567865	0.336008	0.11613	0.446218
chr13:97539840-97539870	0.0567865	0.0840021	0.212905	0.205019
chr13:97563595-97563625	0.0283932	0.042001	0.15484	0.00120599
chr13:97911702-97911732	0.0283932	0.042001	0.0774198	0.192959
chr13:97946112-97946142	0.00283932	0.168004	0.019355	0.0361798
chr13:98466802-98466832	0.0283932	0.231006	0.11613	0.229139
chr13:98558570-98558600	0.0567865	0.147004	0.15484	0.301499
chr13:99232455-99232485	0.198753	0.0210005	0.0580649	0.0482398
chr13:99614704-99614734	0.0567865	0.147004	0.174195	0.168839
chr13:100654438-100654468	0.227146	0.0210005	0.0580649	0.0120599
chr13:101253391-101253421	0.198753	0.0210005	0.0774198	0.0482398
chr13:101514631-101514661	0.283932	0.042001	0.0580649	0.120599
chr13:101535545-101535575	0.255539	0.105003	0.0967748	0.0361798
chr13:101818778-101818808	0.255539	0.0840021	0.019355	0.0120599
chr13:102537288-102537318	0.00283932	0.0840021	0.15484	0.168839
chr13:102580732-102580762	0.482685	0.189005	0.212905	0.434158
chr13:105175070-105175100	0.198753	0.0210005	0.0019355	0.0723597
chr13:105437308-105437338	0.00283932	0.0210005	0.0967748	0.156779
chr13:106148837-106148867	0.227146	0.042001	0.019355	0.0361798
chr13:106372666-106372696	0.227146	0.042001	0.019355	0.0844196
chr13:107322326-107322356	0.227146	0.0210005	0.0967748	0.0361798
chr13:108231785-108231815	0.198753	0.00210005	0.019355	0.00120599
chr13:109355332-109355362	0.0567865	0.147004	0.11613	0.217079
chr13:109791505-109791535	0.00283932	0.168004	0.19355	0.217079
chr13:110239933-110239963	0.00283932	0.0840021	0.174195	0.0964795
chr13:110349150-110349180	0.170359	0.0840021	0.019355	0.0241199
chr13:111194862-111194892	0.0283932	0.105003	0.0967748	0.168839
chr13:111275214-111275244	0.198753	0.0840021	0.0019355	0.0361798
chr13:112566413-112566443	0.227146	0.0630016	0.019355	0.0241199
chr13:112653512-112653542	0.198753	0.042001	0.0387099	0.0482398
chr13:112701282-112701312	0.00283932	0.0210005	0.0774198	0.217079
chr13:114183762-114183792	0.0283932	0.0840021	0.0580649	0.241199
chr14:21006015-21006045	0.170359	0.252006	0.445164	0.410038
chr14:21557815-21557845	0.00283932	0.0630016	0.15484	0.205019
chr14:21923983-21924013	0.00283932	0.0630016	0.0387099	0.192959
chr14:22084568-22084598	0.170359	0.231006	0.15484	0.482398
chr14:22469726-22469756	0.0283932	0.0840021	0.174195	0.301499
chr14:22589267-22589297	0.0567865	0.168004	0.19355	0.0602997
chr14:22656431-22656461	0.227146	0.00210005	0.0387099	0.132659
chr14:22704219-22704249	0.170359	0.00210005	0.019355	0.0844196
chr14:23072157-23072187	0.170359	0.00210005	0.019355	0.0241199
chr14:23175972-23176002	0.0283932	0.0840021	0.0774198	0.180899
chr14:23481528-23481558	0.00283932	0.126003	0.232259	0.192959
chr14:23562908-23562938	0.0851797	0.462012	0.348389	0.289439
chr14:27366805-27366835	0.00283932	0.189005	0.15484	0.180899
chr14:29921589-29921619	0.198753	0.0210005	0.0387099	0.0361798
chr14:30402275-30402305	0.198753	0.00210005	0.0019355	0.0120599
chr14:30988668-30988698	0.0567865	0.105003	0.135485	0.301499
chr14:31038818-31038848	0.0283932	0.126003	0.0967748	0.205019
chr14:31335559-31335589	0.227146	0.0210005	0.019355	0.0361798
chr14:31355792-31355822	0.227146	0.0210005	0.0580649	0.0482398
chr14:31859042-31859072	0.00283932	0.126003	0.0967748	0.205019
chr14:32022140-32022170	0.0283932	0.231006	0.251614	0.108539
chr14:32513249-32513279	0.198753	0.00210005	0.0387099	0.0482398
chr14:32560448-32560478	0.255539	0.378009	0.0774198	0.349738
chr14:32606494-32606524	0.255539	0.0210005	0.019355	0.0964795
chr14:33218196-33218226	0.0283932	0.231006	0.15484	0.132659
chr14:33934260-33934290	0.00283932	0.042001	0.0387099	0.241199
chr14:34818401-34818431	0.198753	0.0210005	0.0019355	0.0482398
chr14:35234916-35234946	0.170359	0.0210005	0.0387099	0.0120599
chr14:35247326-35247356	0.227146	0.0630016	0.0580649	0.0602997
chr14:35314749-35314779	0.198753	0.042001	0.0019355	0.00120599
chr14:36241363-36241393	0.0283932	0.168004	0.232259	0.349738
chr14:37195443-37195473	0.0283932	0.231006	0.0967748	0.180899
chr14:37511787-37511817	0.198753	0.0210005	0.0580649	0.0241199
chr14:37825427-37825457	0.0283932	0.042001	0.0967748	0.192959
chr14:38336491-38336521	0.0283932	0.105003	0.0967748	0.217079
chr14:38776225-38776255	0.00283932	0.168004	0.15484	0.217079
chr14:42593587-42593617	0.255539	0.042001	0.0774198	0.0482398
chr14:44927594-44927624	0.198753	0.00210005	0.0580649	0.00120599
chr14:46881788-46881818	0.00283932	0.189005	0.0580649	0.0120599
chr14:47235292-47235322	0.198753	0.0210005	0.0019355	0.0241199
chr14:47244287-47244317	0.198753	0.0840021	0.0967748	0.0120599
chr14:47853495-47853525	0.00283932	0.210005	0.0774198	0.0241199
chr14:49354893-49354923	0.198753	0.00210005	0.019355	0.0361798
chr14:50441951-50441981	0.0283932	0.189005	0.0967748	0.156779
chr14:50561347-50561377	0.198753	0.042001	0.0019355	0.0964795
chr14:50778056-50778086	0.454292	0.462012	0.15484	0.615057
chr14:50860648-50860678	0.397505	0.189005	0.0774198	0.217079
chr14:51341561-51341591	0.0283932	0.0840021	0.0774198	0.192959
chr14:51637602-51637632	0.198753	0.0210005	0.019355	0.0361798
chr14:51726382-51726412	0.0567865	0.126003	0.0774198	0.313559
chr14:52519959-52519989	0.198753	0.105003	0.0019355	0.0602997
chr14:52792087-52792117	0.198753	0.0840021	0.0774198	0.0482398
chr14:52844736-52844766	0.0283932	0.0210005	0.0774198	0.253259
chr14:53230999-53231029	0.198753	0.00210005	0.019355	0.0482398
chr14:53325383-53325413	0.00283932	0.042001	0.11613	0.192959
chr14:53836551-53836581	0.198753	0.0630016	0.0387099	0.0241199
chr14:54119797-54119827	0.198753	0.042001	0.0387099	0.0241199
chr14:54329308-54329338	0.0567865	0.231006	0.135485	0.265319
chr14:54358795-54358825	0.255539	0.0630016	0.0387099	0.0241199
chr14:55095444-55095474	0.227146	0.042001	0.0019355	0.0844196
chr14:55297792-55297822	0.0283932	0.126003	0.251614	0.132659
chr14:55753247-55753277	0.340719	0.0630016	0.11613	0.0964795
chr14:55867892-55867922	0.0851797	0.105003	0.0967748	0.205019
chr14:56372654-56372684	0.198753	0.00210005	0.019355	0.0482398
chr14:56376897-56376927	0.198753	0.105003	0.019355	0.0602997
chr14:56781725-56781755	0.227146	0.0210005	0.0019355	0.0482398
chr14:57067086-57067116	0.0283932	0.126003	0.19355	0.0723597
chr14:58071056-58071086	0.198753	0.0210005	0.0774198	0.0241199
chr14:58108134-58108164	0.511078	0.378009	0.0967748	0.361798
chr14:58258804-58258834	0.198753	0.0840021	0.0967748	0.00120599
chr14:58263506-58263536	0.198753	0.00210005	0.0580649	0.0602997
chr14:58383970-58384000	0.198753	0.00210005	0.0580649	0.0120599
chr14:58479359-58479389	0.198753	0.0210005	0.0387099	0.0482398
chr14:59011343-59011373	0.198753	0.0210005	0.0387099	0.0241199
chr14:59260558-59260588	0.227146	0.042001	0.019355	0.0361798
chr14:59348321-59348351	0.198753	0.0210005	0.019355	0.0602997
chr14:59363457-59363487	0.198753	0.042001	0.0967748	0.0482398
chr14:60904347-60904377	0.227146	0.0630016	0.0580649	0.0361798
chr14:61169275-61169305	0.227146	0.0210005	0.0387099	0.0482398
chr14:61716690-61716720	0.255539	0.0210005	0.019355	0.0482398
chr14:61827841-61827871	0.198753	0.00210005	0.0580649	0.0120599
chr14:62163165-62163195	0.340719	0.231006	0.11613	0.361798
chr14:63300822-63300852	0.198753	0.00210005	0.0580649	0.0120599
chr14:63864466-63864496	0.511078	0.147004	0.0387099	0.205019
chr14:64040712-64040742	0.198753	0.0210005	0.0580649	0.0723597
chr14:64263996-64264026	0.227146	0.0210005	0.0387099	0.0482398
chr14:64800237-64800267	0.0851797	0.231006	0.270969	0.325618
chr14:64891970-64892000	0.851797	0.504013	0.348389	0.651237
chr14:65183911-65183941	0.00283932	0.042001	0.174195	0.0241199
chr14:65832857-65832887	0.198753	0.00210005	0.0580649	0.0120599
chr14:65833066-65833096	0.00283932	0.210005	0.0387099	0.0964795
chr14:66084953-66084983	0.198753	0.00210005	0.019355	0.0120599
chr14:66597959-66597989	0.0283932	0.105003	0.0967748	0.180899
chr14:67414670-67414700	0.00283932	0.126003	0.11613	0.265319
chr14:67667477-67667507	0.255539	0.105003	0.0019355	0.0482398
chr14:67816596-67816626	0.255539	0.105003	0.0580649	0.180899
chr14:68045513-68045543	0.00283932	0.168004	0.212905	0.192959
chr14:68071959-68071989	0.198753	0.042001	0.0019355	0.0964795
chr14:68181852-68181882	0.0567865	0.189005	0.135485	0.349738
chr14:68468849-68468879	0.0283932	0.189005	0.0580649	0.108539
chr14:68606960-68606990	0.227146	0.105003	0.019355	0.0120599
chr14:68734827-68734857	0.00283932	0.168004	0.0387099	0.0361798
chr14:70982399-70982429	0.00283932	0.231006	0.0580649	0.156779
chr14:71098077-71098107	0.170359	0.00210005	0.0019355	0.0361798
chr14:71147225-71147255	0.0283932	0.0840021	0.0967748	0.180899
chr14:71322210-71322240	0.0283932	0.189005	0.174195	0.180899
chr14:71371007-71371037	0.227146	0.0210005	0.11613	0.0482398
chr14:71402599-71402629	0.0283932	0.189005	0.15484	0.301499
chr14:71863260-71863290	0.0283932	0.126003	0.15484	0.229139
chr14:72705342-72705372	0.198753	0.0210005	0.0580649	0.0241199
